id,discovery_source_id,raw_text,raw_url,language,country,metadata_json,confidence,status,collected_at,processed_at,created_at,updated_at
26210,27,Pflegefachfrau,,de,DE,"{'domain': 'pflege', 'priority': 96, 'entity_type_hint': 'profession'}",96,processed,2026-07-16 03:47:11.577443+00:00,2026-07-16 03:47:11.577443+00:00,2026-07-16 03:47:11.559335+00:00,2026-07-16 03:47:19.134671+00:00
26222,27,Pflegefachkraft,,de,DE,"{'null': ""['pflege', 'de', 'DE', '']"", 'domain': 'gesundheit', 'priority': 96, 'entity_type_hint': 'profession'}",96,processed,2026-07-16 03:47:11.577443+00:00,2026-07-16 03:47:11.577443+00:00,2026-07-16 03:47:11.559335+00:00,2026-07-16 03:47:19.134671+00:00
25784,14,Pflegefachfrau,,de,DE,"{'priority': 96, 'entity_type_hint': 'profession'}",96,processed,2026-07-16 03:47:10.754919+00:00,2026-07-16 03:47:10.754919+00:00,2026-07-16 03:47:10.737970+00:00,2026-07-16 03:47:19.134671+00:00
25785,14,Pflegefachmann,,de,DE,"{'priority': 96, 'entity_type_hint': 'profession'}",96,processed,2026-07-16 03:47:10.754919+00:00,2026-07-16 03:47:10.754919+00:00,2026-07-16 03:47:10.737970+00:00,2026-07-16 03:47:19.134671+00:00
26211,27,Pflegefachmann,,de,DE,"{'domain': 'pflege', 'priority': 96, 'entity_type_hint': 'profession'}",96,processed,2026-07-16 03:47:11.577443+00:00,2026-07-16 03:47:11.577443+00:00,2026-07-16 03:47:11.559335+00:00,2026-07-16 03:47:19.134671+00:00
26155,23,Angehörige,,de,DE,"{'domain': 'pflege', 'priority': 96, 'entity_type_hint': 'audience'}",96,processed,2026-07-16 03:47:11.392588+00:00,2026-07-16 03:47:11.392588+00:00,2026-07-16 03:47:11.358908+00:00,2026-07-16 03:47:19.134671+00:00
26026,19,Senioren,,de,DE,"{'priority': 95, 'entity_type_hint': 'audience'}",95,processed,2026-07-16 03:47:11.118912+00:00,2026-07-16 03:47:11.118912+00:00,2026-07-16 03:47:11.102289+00:00,2026-07-16 03:47:19.134671+00:00
26680,55,Ratgeber,,de,DE,"{'domain': 'format', 'priority': 95, 'entity_type_hint': 'book_format'}",95,ignored,2026-07-16 03:47:13.016690+00:00,2026-07-16 03:47:13.016690+00:00,2026-07-16 03:47:13.004574+00:00,2026-07-16 03:47:19.134671+00:00
25862,15,IHK-Prüfung,,de,DE,"{'priority': 95, 'entity_type_hint': 'exam'}",95,processed,2026-07-16 03:47:10.863920+00:00,2026-07-16 03:47:10.863920+00:00,2026-07-16 03:47:10.842783+00:00,2026-07-16 03:47:19.134671+00:00
26212,27,Krankenpfleger,,de,DE,"{'domain': 'pflege', 'priority': 95, 'entity_type_hint': 'profession'}",95,processed,2026-07-16 03:47:11.577443+00:00,2026-07-16 03:47:11.577443+00:00,2026-07-16 03:47:11.559335+00:00,2026-07-16 03:47:19.134671+00:00
25786,14,Krankenpfleger,,de,DE,"{'priority': 95, 'entity_type_hint': 'profession'}",95,processed,2026-07-16 03:47:10.754919+00:00,2026-07-16 03:47:10.754919+00:00,2026-07-16 03:47:10.737970+00:00,2026-07-16 03:47:19.134671+00:00
25787,14,Krankenschwester,,de,DE,"{'priority': 95, 'entity_type_hint': 'profession'}",95,processed,2026-07-16 03:47:10.754919+00:00,2026-07-16 03:47:10.754919+00:00,2026-07-16 03:47:10.737970+00:00,2026-07-16 03:47:19.134671+00:00
26061,20,Selbstständige,,de,DE,"{'priority': 95, 'entity_type_hint': 'audience'}",95,processed,2026-07-16 03:47:11.180448+00:00,2026-07-16 03:47:11.180448+00:00,2026-07-16 03:47:11.165639+00:00,2026-07-16 03:47:19.134671+00:00
