id,discovery_source_id,raw_text,raw_url,language,country,metadata_json,confidence,status,collected_at,processed_at,created_at,updated_at
34682,14,Pflegefachfrau,,de,DE,"{'priority': 96, 'entity_type_hint': 'profession'}",96,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34683,14,Pflegefachmann,,de,DE,"{'priority': 96, 'entity_type_hint': 'profession'}",96,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34684,14,Krankenpfleger,,de,DE,"{'priority': 95, 'entity_type_hint': 'profession'}",95,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34685,14,Krankenschwester,,de,DE,"{'priority': 95, 'entity_type_hint': 'profession'}",95,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34686,14,Altenpfleger,,de,DE,"{'priority': 94, 'entity_type_hint': 'profession'}",94,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34687,14,Arzt,,de,DE,"{'priority': 90, 'entity_type_hint': 'profession'}",90,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34688,14,Zahnarzt,,de,DE,"{'priority': 85, 'entity_type_hint': 'profession'}",85,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34689,14,Apotheker,,de,DE,"{'priority': 82, 'entity_type_hint': 'profession'}",82,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34690,14,Physiotherapeut,,de,DE,"{'priority': 84, 'entity_type_hint': 'profession'}",84,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34691,14,Ergotherapeut,,de,DE,"{'priority': 80, 'entity_type_hint': 'profession'}",80,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34692,14,Logopäde,,de,DE,"{'priority': 78, 'entity_type_hint': 'profession'}",78,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34693,14,Hebamme,,de,DE,"{'priority': 88, 'entity_type_hint': 'profession'}",88,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34694,14,Notfallsanitäter,,de,DE,"{'priority': 86, 'entity_type_hint': 'profession'}",86,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34695,14,Rettungssanitäter,,de,DE,"{'priority': 84, 'entity_type_hint': 'profession'}",84,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34696,14,Fachinformatiker,,de,DE,"{'priority': 92, 'entity_type_hint': 'profession'}",92,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34697,14,Softwareentwickler,,de,DE,"{'priority': 90, 'entity_type_hint': 'profession'}",90,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34698,14,IT-Administrator,,de,DE,"{'priority': 85, 'entity_type_hint': 'profession'}",85,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34699,14,Elektroniker,,de,DE,"{'priority': 82, 'entity_type_hint': 'profession'}",82,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34700,14,Mechatroniker,,de,DE,"{'priority': 80, 'entity_type_hint': 'profession'}",80,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34701,14,Industriemechaniker,,de,DE,"{'priority': 78, 'entity_type_hint': 'profession'}",78,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34702,14,Tischler,,de,DE,"{'priority': 75, 'entity_type_hint': 'profession'}",75,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34703,14,Maler,,de,DE,"{'priority': 72, 'entity_type_hint': 'profession'}",72,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34704,14,Dachdecker,,de,DE,"{'priority': 70, 'entity_type_hint': 'profession'}",70,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
34705,14,Zimmerer,,de,DE,"{'priority': 70, 'entity_type_hint': 'profession'}",70,new,2026-07-16 04:08:44.039885+00:00,,2026-07-16 04:08:44.025519+00:00,2026-07-16 04:08:44.025519+00:00
