id,discovery_source_id,raw_text,raw_url,language,country,metadata_json,confidence,status,collected_at,processed_at,created_at,updated_at
45593,14,Pflegefachfrau,,de,DE,"{'priority': 96, 'entity_type_hint': 'profession'}",96,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45594,14,Pflegefachmann,,de,DE,"{'priority': 96, 'entity_type_hint': 'profession'}",96,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45595,14,Krankenpfleger,,de,DE,"{'priority': 95, 'entity_type_hint': 'profession'}",95,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45596,14,Krankenschwester,,de,DE,"{'priority': 95, 'entity_type_hint': 'profession'}",95,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45597,14,Altenpfleger,,de,DE,"{'priority': 94, 'entity_type_hint': 'profession'}",94,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45598,14,Arzt,,de,DE,"{'priority': 90, 'entity_type_hint': 'profession'}",90,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45599,14,Zahnarzt,,de,DE,"{'priority': 85, 'entity_type_hint': 'profession'}",85,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45600,14,Apotheker,,de,DE,"{'priority': 82, 'entity_type_hint': 'profession'}",82,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45601,14,Physiotherapeut,,de,DE,"{'priority': 84, 'entity_type_hint': 'profession'}",84,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45602,14,Ergotherapeut,,de,DE,"{'priority': 80, 'entity_type_hint': 'profession'}",80,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45603,14,Logopäde,,de,DE,"{'priority': 78, 'entity_type_hint': 'profession'}",78,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45604,14,Hebamme,,de,DE,"{'priority': 88, 'entity_type_hint': 'profession'}",88,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45605,14,Notfallsanitäter,,de,DE,"{'priority': 86, 'entity_type_hint': 'profession'}",86,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45606,14,Rettungssanitäter,,de,DE,"{'priority': 84, 'entity_type_hint': 'profession'}",84,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45607,14,Fachinformatiker,,de,DE,"{'priority': 92, 'entity_type_hint': 'profession'}",92,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45608,14,Softwareentwickler,,de,DE,"{'priority': 90, 'entity_type_hint': 'profession'}",90,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
45609,14,IT-Administrator,,de,DE,"{'priority': 85, 'entity_type_hint': 'profession'}",85,new,2026-07-16 04:12:29.445971+00:00,,2026-07-16 04:12:29.352249+00:00,2026-07-16 04:12:29.352249+00:00
