id,discovery_source_id,raw_text,raw_url,language,country,metadata_json,confidence,status,collected_at,processed_at,created_at,updated_at
54491,14,Pflegefachfrau,,de,DE,"{'priority': 96, 'entity_type_hint': 'profession'}",96,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
54492,14,Pflegefachmann,,de,DE,"{'priority': 96, 'entity_type_hint': 'profession'}",96,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
54493,14,Krankenpfleger,,de,DE,"{'priority': 95, 'entity_type_hint': 'profession'}",95,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
54494,14,Krankenschwester,,de,DE,"{'priority': 95, 'entity_type_hint': 'profession'}",95,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
54495,14,Altenpfleger,,de,DE,"{'priority': 94, 'entity_type_hint': 'profession'}",94,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
54496,14,Arzt,,de,DE,"{'priority': 90, 'entity_type_hint': 'profession'}",90,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
54497,14,Zahnarzt,,de,DE,"{'priority': 85, 'entity_type_hint': 'profession'}",85,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
54498,14,Apotheker,,de,DE,"{'priority': 82, 'entity_type_hint': 'profession'}",82,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
54499,14,Physiotherapeut,,de,DE,"{'priority': 84, 'entity_type_hint': 'profession'}",84,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
54500,14,Ergotherapeut,,de,DE,"{'priority': 80, 'entity_type_hint': 'profession'}",80,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
54501,14,Logopäde,,de,DE,"{'priority': 78, 'entity_type_hint': 'profession'}",78,new,2026-07-16 04:18:37.856974+00:00,,2026-07-16 04:18:37.805647+00:00,2026-07-16 04:18:37.805647+00:00
