id,discovery_source_id,raw_text,raw_url,language,country,metadata_json,confidence,status,collected_at,processed_at,created_at,updated_at
31716,14,Pflegefachfrau,,de,DE,"{'priority': 96, 'entity_type_hint': 'profession'}",96,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31717,14,Pflegefachmann,,de,DE,"{'priority': 96, 'entity_type_hint': 'profession'}",96,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31718,14,Krankenpfleger,,de,DE,"{'priority': 95, 'entity_type_hint': 'profession'}",95,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31719,14,Krankenschwester,,de,DE,"{'priority': 95, 'entity_type_hint': 'profession'}",95,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31720,14,Altenpfleger,,de,DE,"{'priority': 94, 'entity_type_hint': 'profession'}",94,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31721,14,Arzt,,de,DE,"{'priority': 90, 'entity_type_hint': 'profession'}",90,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31722,14,Zahnarzt,,de,DE,"{'priority': 85, 'entity_type_hint': 'profession'}",85,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31723,14,Apotheker,,de,DE,"{'priority': 82, 'entity_type_hint': 'profession'}",82,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31724,14,Physiotherapeut,,de,DE,"{'priority': 84, 'entity_type_hint': 'profession'}",84,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31725,14,Ergotherapeut,,de,DE,"{'priority': 80, 'entity_type_hint': 'profession'}",80,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31726,14,Logopäde,,de,DE,"{'priority': 78, 'entity_type_hint': 'profession'}",78,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31727,14,Hebamme,,de,DE,"{'priority': 88, 'entity_type_hint': 'profession'}",88,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
31728,14,Notfallsanitäter,,de,DE,"{'priority': 86, 'entity_type_hint': 'profession'}",86,new,2026-07-16 04:07:20.345091+00:00,,2026-07-16 04:07:20.316839+00:00,2026-07-16 04:07:20.316839+00:00
